Client Names,Client Numbers
"AKKIL ALI MD,PA, KINDRED HOSPITAL",9547648900
"AKKIL ALI MD,PA, BROWARD GENERAL MEDICAL CENTER",9543554400
"AKKIL ALI MD,PA, WILTON MANORS HEALTH AND REHAB",
"AKKIL ALI MD,PA, PALMS REHAB & NURSING CENTER",9547330655
"AKKIL ALI MD,PA, LIFE CARE CENTER AT INVERRARY",9543159693
"AKKIL ALI MD,PA, MANOR OAKS INC",9547718400
"AKKIL ALI MD,PA, NSPIRE HEALTHCARE PLANTATION",9545836200
"AKKIL ALI MD,PA, REGENTS PARK OF SUNRISE",9545724000
"AKKIL ALI MD,PA, THE PEARL AT FORT LAUDERDALE",9545668353
"AKKIL ALI MD,PA, LIFE CARE CENTER OF INVERRARY",9544856144
"AKKIL ALI MD,PA, WORKING NURSES HEALTHCARE LLC",
"AKKIL ALI MD,PA, MARGATE HEALTH AND REHAB CENTER",
"AKKIL ALI MD,PA, Acclaim Home Care Services",
"AKKIL ALI MD,PA, All Services Home Health Agency",
"AKKIL ALI MD,PA, Working Nurses Healthcare",
Comprehensive Family Health,7728882545.0
"Comprehensive Family Health, Stirling Road",9543570889
"Comprehensive Family Health, Colorado Ave",7728882545
"Comprehensive Family Health, New York",
"Comprehensive Family Health, NJ Main",
"Comprehensive Family Health, NJ Atlantic City",
"Comprehensive Family Health, NJ Highway",
"Comprehensive Family Health, The Good Life Treatment Center",
"Comprehensive Family Health, Relife Treatment Center",
"Comprehensive Family Health, Amethyst Recovery Center",
"Comprehensive Family Health, Blue Water Recovery Miami",
"Comprehensive Family Health, Blue Water Recovery Pompano",
"Comprehensive Family Health, Liberty House",
"Comprehensive Family Health, Fellowship Living Facility",
"Comprehensive Family Health, Waters Edge Recovery",
"Comprehensive Family Health, Parkway Health  Rehabilitation",
"Comprehensive Family Health, Five Star Premier",
"Comprehensive Family Health, Home Health Care",
"Comprehensive Family Health, Delray Beach",
"Comprehensive Family Health, Terrace of Hobe Sound",
"Comprehensive Family Health, Golf Crest Hollywood",
"Comprehensive Family Health, West Palm Beach",
"Comprehensive Family Health, Boca Raton",7728882545
Advanced Magnetic Imaging,2012951099.0
"Advanced Magnetic Imaging, Advanced Magnetic Imaging Inc",2012951099
"Advanced Magnetic Imaging, Mobile",2012951099
"Advanced Magnetic Imaging, Silverlake",2012951099
"Innovative Spine Care, LLC",2014440020.0
"Innovative Spine Care, LLC, Innovative Spine Care LLC",2014440020
"Innovative Spine Care, LLC, Elevate Medical Collective LLC",
"Innovative Spine Care, LLC, Carbon Health & Wellness",
"Atlanta Psychiatric Medicine, Inc",7708379710.0
"Atlanta Psychiatric Medicine, Inc, Atlanta Psychiatric Medicine",7708379710
"Atlanta Psychiatric Medicine, Inc, Dunwoody Office",6782054322
"Atlanta Psychiatric Medicine, Inc, Peachford Hospital",6782054322
Back 2 Back Chiropractic ,7033788633.0
"Back 2 Back Chiropractic , Back 2 Back Chiropractic Bristow",7033658333
"Back 2 Back Chiropractic , Back 2 Back Chiropractic Chantilly",
"Bridgeport Family Medicine, LLC",2039232204.0
"Bridgeport Family Medicine, LLC, Bridgeport Family Medicine",2039232204
"Bridgeport Family Medicine, LLC, MAKE CHECKS PAYABLE/REMIT TO:",
"Bridgeport Family Medicine, LLC, Bridgeport - Urgent Care",2039232204
North Jersey Diagnotics ,
"North Jersey Diagnotics , North Jersey Diagnotics",
North Jersey Diagnotics 1,
"North Jersey Diagnotics 1, North Jersey Diagnotics",
Bermuda Pain Relief Center,4412326824.0
"Bermuda Pain Relief Center, KEMH",4412326824
"Bermuda Pain Relief Center, BLANK",4415510441
"Basit Qayyum, D.O.,P.C.",6463702010.0
"Basit Qayyum, D.O.,P.C., A.C.U.M.A",7187575678
"Basit Qayyum, D.O.,P.C., CASTLE SENIOR LIVING",
"Basit Qayyum, D.O.,P.C., NYU In Patient",
"Basit Qayyum, D.O.,P.C., NYU Office",
"Basit Qayyum, D.O.,P.C., BASIT QAYYUM, D.O.,P.C",3477321357
"Basit Qayyum, D.O.,P.C., BASIT QAYYUM, D.O",2126846605
"Basit Qayyum, D.O.,P.C., Pay To Address",
"Basit Qayyum, D.O.,P.C., Home Visits",
"Basit Qayyum, D.O.,P.C., NYU Out patient",
"Basit Qayyum, D.O.,P.C., The Riverside- Home",7187575678
"Basit Qayyum, D.O.,P.C., The Belvedere Home",
"Basit Qayyum, D.O.,P.C., Staten Island",7188150710
"Basit Qayyum, D.O.,P.C., The Amsterdam at Harbor-side",
"Basit Qayyum, D.O.,P.C., Brookdale Senior Living",6463702000
"Basit Qayyum, D.O.,P.C., Fairview Nursing Care Center",
"Basit Qayyum, D.O.,P.C., The Club at Briarcliff Manor",9145397372
"Basit Qayyum, D.O.,P.C., Briarcliff Manor Office",9145397372
"Basit Qayyum, D.O.,P.C., Belvedere Office",
"Basit Qayyum, D.O.,P.C., The Office at Riverside",7187575678
"Basit Qayyum, D.O.,P.C., Five Star premier Residence",9144232200
"Basit Qayyum, D.O.,P.C., Five Star premier Office",9144232200
"Basit Qayyum, D.O.,P.C., Inspir Office",6463702010
"Basit Qayyum, D.O.,P.C., Inspir Carnegie Hill",6463702010
"Basit Qayyum, D.O.,P.C., Monarch Cooper Corner",9148195370
"Basit Qayyum, D.O.,P.C., Monarch Cooper Corner-Office",9148195370
"Basit Qayyum, D.O.,P.C., Apsley by Sunrise Facility",2122091430
"Basit Qayyum, D.O.,P.C., Apsley by Sunrise-Office",2122091430
"Basit Qayyum, D.O.,P.C., Valley Vista Office",8456917400
BROWARD MEDICAL ASSOCIATES,9544249300.0
"BROWARD MEDICAL ASSOCIATES, Westside Regional MC ER",
"BROWARD MEDICAL ASSOCIATES, Westside Regional MC IP",
Carbon Health & Wellness,2014440020.0
"Carbon Health & Wellness, Carbon Health & Wellness, LLC",1482411740
"Kourosh Ashourzadeh, D.O., P.C.",5167964433.0
"Kourosh Ashourzadeh, D.O., P.C., Caring Pediatric Associates",5167964433
"Kourosh Ashourzadeh, D.O., P.C., North Shore Plainview",
"Kourosh Ashourzadeh, D.O., P.C., Winthrop University Hospital",
"Kourosh Ashourzadeh, D.O., P.C., North Shore LIJ",
"Kourosh Ashourzadeh, D.O., P.C., South Nassau Communities Hos",5166323000
Cedar Valley Psychiatry,7179678288.0
"Central Park Ambulatory Care, PLLC",9176393182.0
"Central Park Ambulatory Care, PLLC, Central Park Ambulatory Care",9176393182
"MUHAMMAD A. CHAUDHARY,M.D.,P.A.",8637631917.0
"MUHAMMAD A. CHAUDHARY,M.D.,P.A., MUHAMMAD A. CHAUDHARY,M.D.,P.A",8637631917
"MUHAMMAD A. CHAUDHARY,M.D.,P.A., IP Raulerson Hospital",8637632151
"MUHAMMAD A. CHAUDHARY,M.D.,P.A., OP Raulerson Hospital",8637632151
"MUHAMMAD A. CHAUDHARY,M.D.,P.A., TELEHEALTH",8637631917
Coastal Plus Medical Center,9046423304.0
"Coastal Plus Medical Center, COASTAL MEDICAL TMP",9046423304
"Coastal Plus Medical Center, CPMC, Inc",
"Coastal Plus Medical Center, Forest BLVD",
"Coastal Plus Medical Center, BROOKS Rehabilitation Hospital",
Comprehensive Primary Care Services,9142357530.0
"Comprehensive Primary Care Services, New Rochelle",9142357530
"Comprehensive Primary Care Services, Mount Vernon",9146991900
"Comprehensive Primary Care Services, Brooklyn",7186936795
"Center State Wellness, LLC",6035567101.0
"Center State Wellness, LLC, Center State Wellness",6035567101
"Center State Wellness, LLC, Center State Wellness Nashua",6035567101
"Center State Wellness, LLC, Center State Wellness Exeter",6035567101
Thakur MD,9543301268.0
"Thakur MD, Thakur MD PA",9545717707
"Thakur MD, ACCLAIM HOME CARE SERVICES",9547803717
"Thakur MD, ACTIVA HOME HEALTH",
"Thakur MD, AGING PARADISE INC",
"Thakur MD, AIM HealthCare LLC",9545717727
"Thakur MD, ALLIANCE HOME HEALTH OF BROWALLIANC",
"Thakur MD, AMEDISYS HOME HEALTH",
"Thakur MD, AMEDISYS HOME HEALTH DEERFIELD",
"Thakur MD, B and B HOMECARE OF BROWARD",9543703131
"Thakur MD, BEE WELL HOME HEALTH CARE",9544588441
"Thakur MD, Better At Home",5613928424
"Thakur MD, BNAI HUD ALF",
"Thakur MD, Brookdale Home Health",5616490730
"Thakur MD, CARE ON CALL HOME HEALTHCARE",
"Thakur MD, Caring People Certified Ser",9548616500
"Thakur MD, CARING PEOPLE DELRAY",5618609200
"Thakur MD, CARTER HEALTHCARE",9549710500
"Thakur MD, CERTIFIED HOMECARE OF SOUTH FL",
"Thakur MD, Comprehensive Home Care of Bro",9548342222
"Thakur MD, CONFIDENT CARE OF FLORIDA CORP",
"Thakur MD, Coral Spring Hospital",
"Thakur MD, DEERFIELD BCH HEALTH AND REHAB",
"Thakur MD, ELITE HOME HEALTH SERVICES",
"Thakur MD, First Choice Home Health",5612962770
"Thakur MD, FIVE STAR HOME CARE BROWARD",9547974935
"Thakur MD, Florida Medical Center",
"Thakur MD, FORUM AT DEER CREEK",
"Thakur MD, GOLD COAST HOME HEALTH SER",9547852990
"Thakur MD, GUARDIAN CARE SERVICES OF BROW",9544380005
"Thakur MD, HARBOR CHASE OF CORAL SPRGS",
"Thakur MD, Health Care of South Florida",9544311534
"Thakur MD, HOME ADVANTAGE",
"Thakur MD, Home Health",9549787700
"Thakur MD, HOMECARE PROFESSIONALS LLC",
"Thakur MD, HOMEWOOD AT COCONUT CREEK",
"Thakur MD, HOSPICE BY THE SEA",
"Thakur MD, KINDRED AT HOME",9544344341
"Thakur MD, MARGATE HEALTHCARE",
"Thakur MD, Margate Healthcare Center",
"Thakur MD, MARGATE MANOR",
"Thakur MD, MEDCARE HOME HEALTH SERVICES",
"Thakur MD, Mederi Caretenders",
"Thakur MD, MENORAH HOUSE",
"Thakur MD, NIGHTINGALE HOME HEALTHCARE",3173347777
"Thakur MD, NORTH BROWARD MEDICAL CENTER",9547866955
"Thakur MD, Northwest Medical Center",9549787700
"Thakur MD, Nurse On Call Broward",9543445220
"Thakur MD, One at Home Broward",9546285361
"Thakur MD, Pharmcare Inc",
"Thakur MD, POMPANO REHAB",
"Thakur MD, REHABILITATION THERAPY CENTER",
"Thakur MD, RENAISSANCE ASSISTED LIVING",
"Thakur MD, SOLARIS HEALTHCARE",
"Thakur MD, SONATA COCONUT CREEK ASSISTED",9549756399
"Thakur MD, SOUTHEAST HOMECARE LLC",
"Thakur MD, STRATFORD CT OF BOCA POINTE",
"Thakur MD, THC Nursing Home",
"Thakur MD, Timeless Home Care",9543673816
"Thakur MD, UNIVERSITY HOSPITAL",
"Thakur MD, UNLIMITED HEALTHCARE SERVICES",
"Thakur MD, VILLAGE HOMECARE OF PALM BCH",
"Thakur MD, West Boca Medical Center",
"Thakur MD, WILLOW BAY",
"Thakur MD, Allegro Parkland",9547523450
"Thakur MD, Palms care center",
Current New York Medical P.C.,2129830088.0
"Current New York Medical P.C., Current New York Medical PC",2129830088
"Current New York Medical P.C., Video Visit",2129830088
"Dennis A. Cortes, M.D., P.A.",9544356211.0
"Texas Elite Health Clinic, LLC",9724029700.0
"Texas Elite Health Clinic, LLC, 1304 Village Creek Dr",9724029700
"Texas Elite Health Clinic, LLC, 1081 Kinwest Pkwy",9724029700
STANAFORD MEDICAL CLINIC,3042568227.0
"STANAFORD MEDICAL CLINIC, 306 STANAFORD RD IP",3042553000
"STANAFORD MEDICAL CLINIC, 451 STANAFORD RD.",3042568227
"STANAFORD MEDICAL CLINIC, 306 STANAFORD RD OP",3042553000
"Dermatology, Laser & Surgery of Carnegie Hill, PLLC",6466616131.0
"Dermatology, Laser & Surgery of Carnegie Hill, PLLC, Carnegie Hill",6466616131
"W. Matthew White, MD, PLLC",6469577207.0
"W. Matthew White, MD, PLLC, Fifth Avenue Eye Associates",2125700707
"W. Matthew White, MD, PLLC, Gotham Surgical Gotham Plastic",2127500071
"W. Matthew White, MD, PLLC, NYU Ambulatory Care Center",
"W. Matthew White, MD, PLLC, Gramercy Surgery Center",2122543570
DR. THOMAS E. MALANGA,9732394111.0
"DR. THOMAS E. MALANGA, DR THOMAS E MALANGA",9732394111
Eastchester Medical Associates,7187085650.0
"Eastchester Medical Associates, 2426 Eastchester Road",7187085650
"Eastchester Medical Associates, Beth Abraham",7185194000
"Eastchester Medical Associates, MONTEFIORE MEDICAL CENTER",
"Eastchester Medical Associates, NYWestchesterSquareMedical Cen",7184307300
"Eastchester Medical Associates, JACK D WEILER HOSPITAL",
"Eastchester Medical Associates, MAKE CHECKS PAYABLE/REMIT TO:",
"Eastchester Medical Associates, Montefiore Westchester Sq hospital",
"Eastchester Medical Associates, Montefiore Hutchinson Campus",
ELITE PHYSICAL MEDICINE LLC,2019445999.0
"ELITE PHYSICAL MEDICINE LLC, ELITE PHYSICAL MEDICINE, LLC",2019945999
ELITE SPINE AND SPORTS CARE OF TOTOWA,8622391768.0
"ELITE SPINE AND SPORTS CARE OF TOTOWA, ELITE SPINE AND SPORTS CARE",2015637095
"Sara Bouraee DPM, FACFAS",7572203311.0
"Sara Bouraee DPM, FACFAS, Williamsburg",7572203311
"Sara Bouraee DPM, FACFAS, Hampton Roads Foot and Ankle",7572247605
"Sara Bouraee DPM, FACFAS, Sentara Care Plex Hospital Out",
"Sara Bouraee DPM, FACFAS, Mary Immaculate ASU",
"Sara Bouraee DPM, FACFAS, Sentara Care Plex Hospital",
"Sara Bouraee DPM, FACFAS, RIVERSIDE DOCOTRS HOSPITAL ASU",
"Sara Bouraee DPM, FACFAS, Sentara PW wound clinic",
"Sara Bouraee DPM, FACFAS, Sentara Williamsburg Regional Out",
"Sara Bouraee DPM, FACFAS, Sentara Williamsburg Regional",
"Sara Bouraee DPM, FACFAS, Mary Immaculate Wound Care Center",7578866381
"Sara Bouraee DPM, FACFAS, Windsor Meade",
"Sara Bouraee DPM, FACFAS, Surgical Suites of Coastal Virginia",
"Sara Bouraee DPM, FACFAS, Port Warwick",
Laszlo Feher D.O.,2126864212.0
"Laszlo Feher D.O., NYU Hospital",
"Laszlo Feher D.O., Rusk Rehabilitation",
"Laszlo Feher D.O., Laszlo Feher DO",2126864212
"Laszlo Feher D.O., Laszlo Feher DO Telemedicine",2126864212
"Alexandra Fingesten, MD, PLLC",2128894360.0
"Alexandra Fingesten, MD, PLLC, Greenwich Village",9929199190
"Alexandra Fingesten, MD, PLLC, NYU Medical Center",
"Alexandra Fingesten, MD, PLLC, 145 E  32nd St 6th Floor",2128894360
Friendship Physician Clinic Inc,5402652087.0
"Friendship Physician Clinic Inc, Friendship Physician Clinic",5402652087
"Friendship Physician Clinic Inc, Friendship Assisted Living",5402652087
"Friendship Physician Clinic Inc, Salem Terrace Harrogate",5402652087
"Friendship Physician Clinic Inc, Friendship Health and Rehab Center",5402652185
"Friendship Physician Clinic Inc, Friendship Health and Rehab South",5407778300
"Friendship Physician Clinic Inc, Richfield Health Center Salem",5403805500
"Friendship Physician Clinic Inc, The Oaks",
"Friendship Physician Clinic Inc, Joseph C Thomas Center",
GAFFNEY HEALTH SERVICES,7045666332.0
"GA PSYCHIATRIC SERVICES, LLC",7704580450.0
"GA PSYCHIATRIC SERVICES, LLC, GA Psychiatric Services, LLC",7704580450
"GA PSYCHIATRIC SERVICES, LLC, UHS Peachford Hospital IP",7704580450
"GA PSYCHIATRIC SERVICES, LLC, UHS Peachford Hospital PHP",7704580450
"GA PSYCHIATRIC SERVICES, LLC, Lifeline Psychiatry LLC",7704580450
"GA PSYCHIATRIC SERVICES, LLC, Atlanta Behavioral Research, LLC",7704580450
Garden City Obstetrics and Gynecology,5162221033.0
"Garden City Obstetrics and Gynecology, Garden City OBGYN",5162221033
"Garden City Obstetrics and Gynecology, Winthrop University Hospital",5166630333
"Garden City Obstetrics and Gynecology, Nassau Radiology Group",5162222323
Genesis Medical Diagnostics ,2126449100.0
"Genesis Medical Diagnostics , 425 Madison Avenue FL 14",2126449100
"George P. Azar Jr, MD/PA",9547716047.0
"George P. Azar Jr, MD/PA, George P. Azar, Jr, MD, PA",9547716047
"George P. Azar Jr, MD/PA, Imperial Point Medical Center",9547768500
"George P. Azar Jr, MD/PA, Holy Cross Hospital",9547718000
"George P. Azar Jr, MD/PA, Kindred Hospital Fort Lauderda",9547648900
"George P. Azar Jr, MD/PA, Browards Childrens Center Inc",9549437638
"George P. Azar Jr, MD/PA, Broward Health Imperial Point",9548474315
"George P. Azar Jr, MD/PA, Broward Health North Hospital",9549418300
"George P. Azar Jr, MD/PA, Broward Health General In-Patient",
Graham Urological Center LLC,3407198761.0
"Graham Urological Center LLC, Graham Urological Center",3407198761
"Graham Urological Center LLC, Graham-St Thomas",3407767714
"Graham Urological Center LLC, Juan F Luis Hospital",3407786311
"Graham Urological Center LLC, Roy L Schneider Hospital",3407786831
"Graham Urological Center LLC, Graham Urological Center LLC UBO4",3407198761
Hameed PC ,7189535700.0
"Hameed PC , Kingsbrook Hospital",7186045402
"Hameed PC , River Manor Nursing Home",
"Hameed PC , Brooklyn Medical Group",
"Hameed PC , DMRI",
"Hameed PC , Shenectady Office",7189535700
"Hameed PC , Schenectady Office 2",
Prac C,
"Prac C, Loc 1",
"HEART, ARTERY, AND VEIN CENTER OF FRESNO",5592245003.0
"HEART, ARTERY, AND VEIN CENTER OF FRESNO, HEART ARTERY AND VEIN CENTER FRESNO",5592245003
"HEART, ARTERY, AND VEIN CENTER OF FRESNO, HEART ARTERY AND VEIN CENTER MADERA",5592245003
HERITAGE LAPAROSCOPY ACUTE CARE SURGERY PC,2015018500.0
"HERITAGE LAPAROSCOPY ACUTE CARE SURGERY PC, O-HERITAGE LAP ACUTE CARE SURG",2018332888
"HERITAGE LAPAROSCOPY ACUTE CARE SURGERY PC, EL-Chilton Medical Center",2018332888
